AALI,Astra Agro Lestari Tbk
OMRE,Indonesia Prima Property Tbk
OPMS,PT Optima Prima Metal Sinergi Tbk.
PACK,PT Solusi Kemasan Digital Tbk
PADA,PT Personel Alih Daya Tbk
PADI,Minna Padi Investama Sekuritas Tbk
PALM,Provident Agro Tbk
PAMG,PT Bima Sakti Pertiwi Tbk
PANI,PT Pratama Abadi Nusa Industri Tbk.
PANR,Panorama Sentrawisata Tbk
PANS,Panin Sekuritas Tbk
PBID,PT Panca Budi Idaman Tbk.
PBRX,Pan Brothers Tbk
PBSA,PT Paramita Bangun Sarana Tbk
PCAR,PT Prima Cakrawala Abadi Tbk.
PDES,Destinasi Tirta Nusantara Tbk
PDPP,PT Primadaya Plastisindo Tbk
PEGE,Panca Global Securities Tbk
PEHA,PT Phapros Tbk.
PEVE,PT Penta Valent Tbk
PGAS,Perusahaan Gas Negara  Tbk
PGEO,PT Pertamina Geothermal Energy Tbk
PGJO,PT Tourindo Guide Indonesia Tbk.
PGLI,Pembangunan Graha Lestari Tbk
PGUN,PT Pradiksi Gunatama Tbk
PICO,Pelangi Indah Canindo Tbk
PIPA,PT Multi Makmur Lemindo Tbk.
PJAA,Pembangunan Jaya Ancol Tbk
PKPK,Perdana Karya Perkasa Tbk
PLAN,PT Planet Properindo Jaya Tbk
PLAS,Polaris Investama Tbk
PLIN,Plaza Indonesia Realty Tbk
PMJS,PT Putra Mandiri Jembar Tbk
PMMP,PT Panca Mitra Multiperdana Tbk.
PNBN,Bank Pan Indonesia Tbk
PNBS,PT Bank Panin Dubai Syariah Tbk.
PNGO,PT Pinago Utama Tbk
PNIN,Paninvest Tbk
PNLF,Panin Financial Tbk
PNSE,Pudjiadi &amp; Sons Tbk
POLA,PT Pool Advista Finance Tbk.
POLI,PT Pollux Investasi Internasional Tbk.
POLL,PT Pollux Properti Indonesia Tbk.
POLU,PT Golden Flower Tbk.
POLY,Asia Pacific Fibers Tbk
POOL,Pool Advista Indonesia Tbk
PORT,PT Nusantara Pelabuhan Handal Tbk.
POSA,PT Bliss Properti Indonesia Tbk.
POWR,PT Cikarang Listrindo Tbk.
PPGL,PT Prima Globalindo Logistik Tbk.
PPRE,PT PP Presisi Tbk.
PPRI,PT Paperocks Indonesia Tbk.
PPRO,PT PP Properti Tbk.
PRAS,Prima Alloy Steel Universal Tbk
PRAY,PT Famon Awal Bros Sedaya Tbk
PRDA,PT Prodia Widyahusada Tbk.
PRIM,PT Royal Prima Tbk.
PSAB,J RESOURCES ASIA PASIFIK Tbk
PSDN,Prasidha Aneka Niaga Tbk
PSGO,PT Palma Serasih Tbk
PSKT,PT Red Planet Indonesia Tbk
PSSI,PT Pelita Samudera Shipping Tbk.
PTBA,Tambang Batubara Bukit Asam Tbk
PTDU,PT Djasa Ubersakti Tbk
PTIS,Indo Straits Tbk
PTMP,PT Mitra Pack Tbk.
PTPP,PP  Tbk
PTPS,PT Pulau Subur Tbk.
PTPW,PT Pratama Widya Tbk.
PTRO,Petrosea Tbk
PTSN,Sat Nusapersada Tbk
PTSP,Pioneerindo Gourmet International Tbk
PUDP,Pudjiadi Prestige Tbk
PURA,PT Putra Rajawali Kencana Tbk.
PURE,PT Trinitan Metals and Minerals Tbk
PURI,PT Puri Global Sukses Tbk
PWON,Pakuwon Jati Tbk
PYFA,Pyridam Farma Tbk
PZZA,PT Sarimelati Kencana Tbk.
RAAM,PT Tripar Multivision Plus Tbk.
RAFI,PT Sari Kreasi Boga Tbk
RAJA,Rukun Raharja Tbk
RALS,Ramayana Lestari Sentosa Tbk
RANC,Supra Boga Lestari Tbk
RBMS,Ristia Bintang Mahkotasejati Tbk
RCCC,PT Utama Radar Cahaya Tbk
RDTX,Roda Vivatex Tbk
REAL,PT Repower Asia Indonesia Tbk.
RELF,PT Graha Mitra Asia Tbk.
RELI,Reliance Sekuritas Indonesia Tbk
RGAS,PT Kian Santang Muliatama Tbk.
RICY,Ricky Putra Globalindo Tbk
RIGS,Rig Tenders Tbk
RIMO,PT Rimo International Lestari Tbk.
RISE,PT Jaya Sukses Makmur Sentosa Tbk.
RMBA,Bentoel International Investama Tbk
RMKE,PT RMK Energy Tbk
RMKO,PT Royaltama Mulia Kontraktorindo Tbk.
ROCK,PT Rockfields Properti Indonesia Tbk.
RODA,Pikko Land Development Tbk
RONY,PT Aesler Grup Internasional Tbk
ROTI,Nippon Indosari Corpindo Tbk
RSCH,PT Charlie Hospital Semarang Tbk.
RSGK,PT Kedoya Adyaraya Tbk
RUIS,Radiant Utama Interinsco Tbk
RUNS,PT Global Sukses Solusi Tbk
SAFE,Steady Safe Tbk
SAGE,PT Saptausaha Gemilangindah Tbk
SAME,Sarana Meditama Metropolitan Tbk
SAMF,PT Saraswanti Anugerah Makmur Tbk.
SAPX,PT Satria Antaran Prima Tbk.
SATU,PT Kota Satu Properti Tbk.
SBAT,PT Sejahtera Bintang Abadi Textile Tbk.
SBMA,PT Surya Biru Murni Acetylene Tbk
SCBD,Danayasa Arthatama Tbk
SCCO,Supreme Cable Manufacturing Corporation Tbk
SCMA,Surya Citra Media Tbk
SCNP,PT Selaras Citra Nusantara Perkasa Tbk
SCPI,Merck Sharp Dohme Pharma Tbk
SDMU,Sidomulyo Selaras Tbk
SDPC,Millennium Pharmacon International Tbk
SDRA,PT Bank Woori Saudara Indonesia 1906 Tbk
SEMA,PT Semacom Integrated Tbk
SFAN,PT Surya Fajar Capital Tbk
SGER,PT Sumber Global Energy Tbk.
SGRO,Sampoerna Agro Tbk
SHID,Hotel Sahid Jaya Tbk
SHIP,PT Sillo Maritime Perdana Tbk
SIAP,Sekawan Intipratama Tbk
SICO,PT Sigma Energy Compressindo Tbk
SIDO,PT Industri Jamu dan Farmasi Sido Muncul Tbk
SILO,PT Siloam International Hospitals Tbk.
SIMA,Siwani Makmur Tbk
SIMP,Salim Ivomas Pratama Tbk
SINI,PT Singaraja Putra Tbk.
SIPD,Sierad Produce Tbk
SKBM,Sekar Bumi Tbk
SKLT,Sekar Laut Tbk
SKRN,PT Superkrane Mitra Utama Tbk
SKYB,Skybee Tbk
SLIS,PT Gaya Abadi Sempurna Tbk
SMAR,SMART Tbk
SMBR,PT Semen Baturaja  Tbk
SMCB,Holcim Indonesia Tbk
SMDM,Suryamas Dutamakmur Tbk
SMDR,Samudera Indonesia Tbk
SMGR,Semen Indonesia  Tbk
SMIL,PT Sarana Mitra Luas Tbk
SMKL,PT Satyamitra Kemas Lestari Tbk
SMKM,PT Sumber Mas Konstruksi Tbk
SMMA,Sinar Mas Multiartha Tbk
SMMT,GOLDEN EAGLE ENERGY Tbk
SMRA,Summarecon Agung Tbk
SMRU,SMR Utama Tbk
SMSM,Selamat Sempurna Tbk
SNLK,PT Sunter Lakeside Hotel Tbk.
SOCI,PT Soechi Lines Tbk.
SOFA,PT Boston Furniture Industries Tbk.
SOHO,PT Soho Global Health Tbk
SONA,Sona Topas Tourism Industry Tbk
SOSS,PT Shield On Service Tbk.
SOTS,PT Satria Mega Kencana Tbk
SOUL,PT Mitra Tirta Buwana Tbk
SPMA,Suparma Tbk
SPTO,PT Surya Pertiwi Tbk.
SQBB,Taisho Pharmaceutical Indonesia Tbk
SQMI,RENUKA COALINDO Tbk
SRAJ,Sejahteraraya Anugrahjaya Tbk
SRIL,PT Sri Rejeki Isman Tbk
SRSN,Indo Acidatama Tbk
SRTG,PT Saratoga Investama Sedaya Tbk.
SSIA,Surya Semesta Internusa Tbk
SSMS,PT Sawit Sumbermas Sarana Tbk.
SSTM,Sunson Textile Manufacturer Tbk
STAA,PT Sumber Tani Agung Resources Tbk
STAR,Star Petrcohem Tbk
STRK,PT Lovina Beach Brewery Tbk.
STTP,Siantar Top Tbk
SUGI,Sugih Energy Tbk
SULI,PT SLJ Global Tbk
SUNI,PT Sunindo Pratama Tbk
SUPR,Solusi Tunas Pratama Tbk
SURE,PT Super Energy Tbk.
SURI,PT Maja Agung Latexindo Tbk.
SWAT,PT Sriwahana Adityakarta Tbk.
SWID,PT Saraswanti Indoland Development Tbk
TALF,PT Tunas Alfin Tbk
TAMA,PT Lancartama Sejati Tbk.
TAMU,PT Pelayaran Tamarin Samudra Tbk.
TAPG,PT Triputra Agro Persada Tbk.
TARA,PT Sitara Propertindo Tbk
TAXI,Express Transindo Utama Tbk
TAYS,PT Jaya Swarasa Agung Tbk
TBIG,PT Tower Bersama Infrastructure Tbk
TBLA,Tunas Baru Lampung Tbk
TBMS,Tembaga Mulia Semanan Tbk
TCID,Mandom Indonesia Tbk
TCPI,PT Transcoal Pacific Tbk.
TDPM,PT Tridomain Performance Materials Tbk.
TEBE,PT Dana Brata Luhur Tbk.
TECH,PT Indosterling Technomedia Tbk
TELE,Tiphone Mobile Indonesia Tbk
TFAS,PT Telefast Indonesia Tbk.
TFCO,Tifico Fiber Indonesia Tbk
TGKA,Tigaraksa Satria Tbk
TGRA,PT Terregra Asia Energy
TGUK,PT Platinum Wahab Nusantara Tbk.
TIFA,Tifa Finance Tbk
TINS,Timah  Tbk
TIRA,Tira Austenite Tbk
TIRT,Tirta Mahakam Resources Tbk
TKIM,Pabrik Kertas Tjiwi Kimia Tbk
TLDN,PT Teladan Prima Agro Tbk
TLKM,PT Telkom Indonesia  Tbk.
TMAS,Pelayaran Tempuran Emas Tbk
TMPI,PT Sigmagold Inti Perkasa Tbk.
TMPO,Tempo Inti Media Tbk
TNCA,PT Trimuda Nuansa Citra Tbk.
TOBA,Toba Bara Sejahtra Tbk
TOOL,PT Rohartindo Nusantara Luas Tbk
TOPS,PT Totalindo Eka Persada Tbk.
TOTL,Total Bangun Persada Tbk
TOTO,Surya Toto Indonesia Tbk
TOWR,Sarana Menara Nusantara Tbk
TOYS,PT Sunindo Adipersada Tbk.
TPIA,Chandra Asri Petrochemical Tbk
TPMA,Trans Power Marine Tbk
TRAM,Trada Alam Minera Tbk.
TRGU,PT Cerestar Indonesia Tbk
TRIL,Triwira Insanlestari Tbk
TRIM,PT Trimegah Sekuritas Indonesia Tbk
TRIN,PT Perintis Triniti Properti Tbk
TRIO,Trikomsel Oke Tbk
TRIS,Trisula International Tbk
TRJA,PT Transkon Jaya Tbk.
TRON,PT Teknologi Karya Digital Nusa Tbk
TRST,Trias Sentosa Tbk
TRUB,Truba Alam Manunggal Engineering Tbk
TRUE,PT Triniti Dinamik Tbk
TRUK,PT Guna Timur Raya Tbk.
TRUS,Trust Finance Indonesia Tbk
TSPC,Tempo Scan Pacific Tbk
TUGU,PT Asuransi Tugu Pratama Indonesia Tbk
TURI,Tunas Ridean Tbk
TYRE,PT King Tire Indonesia Tbk.
UANG,PT Pakuan Tbk.
UCID,PT Uni-Charm Indonesia Tbk.
UDNG,PT Agro Bahari Nusantara Tbk
UFOE,PT Damai Sejahtera Abadi Tbk
ULTJ,Ultra Jaya Milk Industry Tbk
UNIC,Unggul Indah Cahaya Tbk
UNIQ,PT Ulima Nitra Tbk
UNIT,Nusantara Inti Corpora Tbk
UNSP,Bakrie Sumatera Plantations Tbk
UNTR,United Tractors Tbk
UNVR,Unilever Indonesia Tbk
URBN,PT Urban Jakarta Propertindo Tbk.
UVCR,PT Trimegah Karya Pratama Tbk.
VAST,PT Vastland Indonesia Tbk
VICI,PT Victoria Care Indonesia Tbk
VICO,PT Victoria Investama Tbk.
VINS,PT Victoria Insurance Tbk.
VIVA,PT Visi Media Asia Tbk
VKTR,PT VKTR Teknologi Mobilitas Tbk
VOKS,Voksel Electric Tbk
VRNA,Verena Multi Finance Tbk
VTNY,PT Venteny Fortuna International Tbk
WAPO,Wahana Pronatural Tbk
WEGE,PT Wijaya Karya Bangunan Gedung Tbk.
WEHA,PT WEHA Transportasi Indonesia Tbk
WGSH,PT Wira Global Solusi Tbk
WICO,Wicaksana Overseas International Tbk
WIDI,PT Widiant Jaya Krenindo Tbk.
WIFI,PT Solusi Sinergi Digital Tbk
WIIM,Wismilak Inti Makmur Tbk
WIKA,Wijaya Karya Tbk
WINE,PT Hatten Bali Tbk
WINR,PT Winner Nusantara Jaya Tbk
WINS,Wintermar Offshore Marine Tbk
WIRG,PT WIR ASIA Tbk
WMPP,PT Widodo Makmur Perkasa Tbk
WMUU,PT Widodo Makmur Unggas Tbk
WOMF,Wahana Ottomitra Multiartha Tbk
WOOD,PT Integra Indocabinet Tbk
WOWS,PT Ginting Jaya Energi Tbk
WSBP,PT Waskita Beton Precast Tbk.
WSKT,PT Waskita Karya  Tbk
WTON,Wijaya Karya Beton
YELO,PT Yelooo Integra Datanet Tbk.
YPAS,Yanaprima Hastapersada Tbk
YULE,Yulie Sekuritas Indonesia Tbk
ZATA,PT Bersama Zatta Jaya Tbk
ZBRA,Zebra Nusantara Tbk
ZINC,PT Kapuas Prima Coal Tbk
ZONE,PT Mega Perintis Tbk.
ZYRX,PT Zyrexindo Mandiri Buana Tbk
